name,level,school,ritual,casting_time,range,duration,cast_with,hue1,hue2,bright1,bright2,attack_type,saving_throw,availableWhen,onCasting,onCast,onPlayerAttacks,onPlayerHitsTarget,onDispel,die_str,ammo_count,bonus_threshold,bonus_per_level,bonus_type,bonus_max,description,higher_levels,components_material,components_somatic,components_verbal,components_materials_description,classes_0,classes_1,classes_2,classes_3,classes_4,classes_5,classes_6,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7
Enlarge/Reduce,2,transmutation,FALSE,1 action,30 feet,"Concentration, up to 1 minute",,,,,,,Constitution,,,,,,,,1,,,,,"You cause a creature or an object you can see within range to grow larger or smaller for the duration. Choose either a creature or an object that is neither worn nor carried. If the target is unwilling, it can make a **Constitution** saving throw. On a success, the spell has no effect. If the target is a creature, everything it is wearing and carrying changes size with it. Any item dropped by an affected creature returns to normal size at once.",,TRUE,TRUE,TRUE,a pinch of powdered iron,sorcerer,wizard,,,,,,sorcerer,wizard,level2,,,,,
Ensnaring Strike,1,conjuration,FALSE,1 bonus action,Self,"Concentration, up to 1 minute",,,,,,,Strength,,,,,,,^1d6,1,1,1d6,damage,,"The next time you hit a creature with a weapon attack before this spell ends, a writhing mass of thorny vines appears at the point of impact, and the target must succeed on a **Strength** saving throw or be **restrained** by the magical vines until the spell ends. A **Large** or larger creature has **advantage** on this saving throw. If the target succeeds on the save, the vines shrivel away.

While **restrained** by this spell, the target takes **1d6 piercing damage** at the start of each of its turns. A creature **restrained** by the vines or one that can touch a creature can use its action to make a Strength check against your spell save DC. On a success, the target is freed.","If you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.",FALSE,FALSE,TRUE,,ranger,,,,,,,ranger,level1,,,,,,
Entangle,1,conjuration,FALSE,1 action,90 feet,"Concentration, up to 1 minute",,,,,,,Strength,,,,,,,,1,,,,,"Grasping weeds and vines sprout from the ground in a **20-foot** square starting form a point within range. For the duration, these plants turn the ground in the area into difficult terrain.

A creature in the area when you cast the spell must succeed on a **Strength** saving throw or be **restrained** by the entangling plants until the spell ends. A creature **restrained** by the plants can use its action to make a Strength check against your spell save DC. On a success, it frees itself.

When the spell ends, the conjured plants wilt away.",,FALSE,TRUE,TRUE,,druid,,,,,,,druid,level1,,,,,,
Enthrall,2,enchantment,FALSE,1 action,60 feet,1 minute,,,,,,,Wisdom,,,,,,,,1,,,,,"You weave a distracting string of words, causing creatures of your choice that you can see within range and that can hear you to make a **Wisdom** saving throw. Any creature that can't be **charmed** succeeds on this saving throw automatically, and if you or your companions are fighting a creature, it has **advantage** on the save. On a failed save, the target has **disadvantage** on Wisdom **(Perception)** checks made to perceive any creature other than you until the spell ends or until the target can no longer hear you. The spell ends if you are **incapacitated** or can no longer speak.",,FALSE,TRUE,TRUE,,bard,warlock,,,,,,bard,warlock,level2,,,,,
Erupting Earth,3,transmutation,FALSE,1 action,120 feet,Instantaneous,,,,,,,Dexterity,,,,,,,3d12(bludgeoning),1,2,1d12,damage,,"Choose a point you can see on the ground within range. A fountain of churned earth and stone erupts in a **20-foot** cube centered on that point. Each creature in that area must make a **Dexterity** saving throw. A creature takes 3d12 **bludgeoning damage** on a failed save, or half as much damage on a successful one. Additionally, the ground in that area becomes difficult terrain until cleared away. Each **5-foot** square portion of the area requires at least **1 minute** to clear by hand.","When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d12 for each slot level above 2nd.",TRUE,TRUE,TRUE,a piece of obsidian,druid,sorcerer,wizard,,,,,druid,sorcerer,wizard,level3,,,,
Etherealness,7,transmutation,FALSE,1 action,Self,Up to 8 hours,,,,,,,,,,,,,,,1,7,3,target,,"You step into the border regions of the Ethereal Plane, in the area where it overlaps with your current plane. You remain in the Border Ethereal for the duration or until you use your action to dismiss the spell. During this time, you can move in any direction. If you move up or down, every foot of movement costs an extra foot. You can see and hear the plane you originated from, but everything there looks gray, and you can't see anything more than **60 feet** away.

While on the Ethereal Plane, you can only affect and be affected by other creatures on that plane. Creatures that aren't on the Ethereal Plane can't perceive you and can't interact with you, unless a special ability or magic has given them the ability to do so.

You ignore all objects and effects that aren't on the Ethereal Plane, allowing you to move through objects you perceive on the plane you originated from.

When the spell ends, you immediately return to the plan you originated from in the spot you currently occupy.  If you occupy the same spot as a solid object or creature when this happens, you are immediately shunted to the nearest unoccupied space that you can occupy and take **force damage** equal to twice the number of feet you are moved.

This spell has no effect if you cast it while you are on the Ethereal Plane or a plane that doesn't border it, such as one of the Outer Planes.

When you cast this spell using spell slot {spell_SpellSlotLevel}, you can target up to {spell_AmmoCount_word} willing creatures (including you) to step into the Ethereal Plane. The creatures must be within 10 feet of you when you cast the spell.","When you cast this spell using a spell slot of 8th level or higher, you can target up to three willing creatures (including you) for each slot level above 7th. The creatures must be within 10 feet of you when you cast the spell.",FALSE,TRUE,TRUE,,bard,cleric,sorcerer,warlock,wizard,,,bard,cleric,sorcerer,warlock,wizard,level7,,
Expeditious Retreat,1,transmutation,FALSE,1 bonus action,Self,"Concentration, up to 10 minutes",,,,,,,,,,,,,,,1,,,,,"This spell allows you to move at an incredible pace. When you cast this spell, and then as a **bonus action** on each of your turns until the spell ends, you can take the Dash action.",,FALSE,TRUE,TRUE,,sorcerer,warlock,wizard,,,,,sorcerer,warlock,wizard,level1,,,,
Eyebite,6,necromancy,FALSE,1 action,Self,"Concentration, up to 1 minute",,,,,,,Wisdom,,,,,,,,1,,,,,"For the spell's duration, your eyes become an inky void imbued with dread power. One creature of your choice within **60 feet** of you that you can see must succeed on a **Wisdom** saving throw or be affected by one of the following effects of your choice for the duration. On each of your turns until the spell ends, you can use your action to target another creature but can't target a creature again if it has succeeded on a saving throw against this casting of *eyebite*.

* **Asleep**: The target falls **Unconscious**. It wakes up if it takes any damage or if another creature uses its action to shake the sleeper awake.

* **Panicked**: The target is **Frightened** of you. On each of its turns, the Frightened creature must take the **Dash** action and move away from you by the safest and shortest available route, unless there is nowhere to move. If the target moves to a place at least **60 feet** away from you where it can no longer see you, this effect ends.

* **Sickened**: The target has **disadvantage** on Attack rolls and Ability Checks. At the end of each of its turns, it can make another Wisdom saving throw. If it succeeds, the effect ends.",,FALSE,TRUE,TRUE,,bard,sorcerer,warlock,wizard,,,,bard,sorcerer,warlock,wizard,level6,,,
Fabricate,4,transmutation,FALSE,10 minutes,120 feet,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You convert raw materials into products of the same material. For example, you can fabricate a wooden bridge from a clump of trees, a rope from a patch of hemp, and clothes from flax or wool.

Choose raw materials that you can see within range. You can fabricate a **Large** or smaller object (contained within a **10-foot** cube, or eight connected **5-foot** cubes), given a sufficient quantity of raw material. If you are working with metal, stone, or another mineral substance, however, the fabricated object can be no larger than **Medium** (contained within a single **5-foot** cube). The quality of objects made by the spell is commensurate with the quality of the raw materials.

Creatures or magic items can't be created or transmuted by this spell. You also can't use it to create items that ordinarily require a high degree of craftsmanship, such as jewelry, weapons, glass, or armor, unless you have proficiency with the type of artisan's tools used to craft such objects.",,FALSE,TRUE,TRUE,,wizard,,,,,,,wizard,level4,,,,,,
Faerie Fire,1,evocation,FALSE,1 action,60 feet,"Concentration, up to 1 minute",,,,,,,Dexterity,,,,,,,,1,,,,,"Each object in a **20-foot** cube within range is outlined in blue, green, or violet light (your choice). Any creature in the area when the spell is cast is also outlined in light if it fails a **Dexterity** saving throw. For the duration, objects and affected creatures shed dim light in a **10-foot** radius.

Any attack roll against an affected creature or object has **advantage** if the attacker can see it, and the affected creature or object can't benefit from being **invisible**.",,FALSE,FALSE,TRUE,,bard,druid,,,,,,bard,druid,level1,,,,,
False Life,1,necromancy,FALSE,1 action,Self,1 hour,,,,,,,,,,,,,,1d4+4(tempHp),1,1,5,temp HP,,"Bolstering yourself with a necromantic facsimile of life, you gain **1d4 + 4 temporary hit points** for the duration.

When you cast this spell using a spell slot of 2nd level or higher, you gain 5 additional **temporary hit points** for each slot level above 1st.","When you cast this spell using a spell slot of 2nd level or higher, you gain 5 additional temporary hit points for each slot level above 1st.",TRUE,TRUE,TRUE,a small amount of alcohol or distilled spirits,sorcerer,wizard,,,,,,sorcerer,wizard,level1,,,,,
